word,ipa
turnbull,tɹ̩nbʊl
stansted,stænstɪd
gorham,ɡɔɹəm
hoops,hups
interoperability,ɪntɹ̩əpɹ̩əbɪlɪti
householders,hawshowldɹ̩z
tetra,tɛtɹə
squid,skwɪd
reich,ɹajk
easterly,istɹ̩li
animating,ænəmejtɪŋ
charisma,kɹ̩ɪzmə
landscaping,lændskejpɪŋ
checkers,t͡ʃɛkɹ̩z
deposits,dəpɑzɪts
khmer,kmɛɹ
roofing,ɹufɪŋ
pentecostal,pɛntəkɔstəl
billinger,bɪlɪŋɹ̩
branford,bɹænfɹ̩d
putnam,pʌtnəm
giving,ɡɪvɪŋ
thirst,θɹ̩st
rollerskating,ɹowlɹ̩skejtɪŋ
sion,sən
colors,kʌlɹ̩z
populace,pɑpjələs
committees,kəmɪtiz
recoil,ɹikojl
montgomery,mɑntɡʌmɹi
centerfold,sɛntɹ̩fowld
carapace,kæɹəpɑt͡ʃ
imaging,ɪmɪd͡ʒɪŋ
arianism,æɹiənɪzəm
news,nuz
splicing,splajsɪŋ
asymmetries,ejsɪmətɹiz
feeble,fibəl
dickinson,dɪkɪnsən
ours,awɹ̩z
asthma,æzmə
jed,d͡ʒɛd
undertaker,ʌndɹ̩tejkɹ̩
slope,slowp
broadside,bɹɔdsajd
objectionable,əbd͡ʒɛkʃənəbəl
hogan,howɡɑn
width,wɪdθ
darling,dɑɹlɪŋ
expenditures,ɪkspɛndət͡ʃɹ̩z
verse,vɹ̩s
cling,klɪŋ
avatars,ævɑtɹ̩z
align,əlajn
robes,ɹowbz
undergone,ʌndɹ̩ɡɔn
accidents,æksədənts
learned,lɹ̩nd
chieftain,t͡ʃiftən
dispensing,dɪspɛnsɪŋ
armagh,ɑɹməɡ
zeus,zus
armageddon,ɑɹməɡɛdən
anderlecht,ændɹ̩lɪkt
mahjong,mɑd͡ʒɔŋ
gatineau,ɡejtɪnow
greyhound,ɡɹejhawnd
govern,ɡʌvɹ̩n
wharton,wɔɹtən
fostered,fɑstɹ̩d
lowe,low
mithila,mɪtɪlə
pago,pɑɡow
path,pæθ
navarro,nəvɑɹow
aristocrats,ɹ̩ɪstəkɹæts
spice,spajs
batsmen,bætsmən
cindy,sɪndi
rebounded,ɹɪbawndɪd
hinds,hajndz
lenox,lɛnəks
deserts,dɛzɹ̩ts
archaeologist,ɑɹkiɑləd͡ʒɪst
footballers,fʊtbɔlɹ̩z
fascinate,fæsənejt
hamid,həmid
stimulus,stɪmjələs
vestibular,vɛstɪbjəlɹ̩
boyden,bojdən
hein,hajn
azure,æʒɹ̩
antilles,æntɪliz
heisenberg,hajsənbɹ̩ɡ
homing,howmɪŋ
rubens,ɹubənz
collages,kəlɑʒɪz
pascagoula,pɑskɑɡulə
grand,ɡɹænd
russell,ɹʌsəl
paratroopers,pɛɹətɹupɹ̩z
pianos,piænowz
mage,mejd͡ʒ
equinox,ikwənɑks
shay,ʃej
bangladeshi,bæŋlədɛʃi
aviemore,ejvimɔɹ
jogging,d͡ʒɑɡɪŋ
dermot,dɹ̩mət
sten,stɛn
wonderfully,wʌndɹ̩fəli
licences,lajsənsɪz
malone,məlown
embodies,ɛmbɑdiz
nutrition,nutɹɪʃən
antelopes,æntəlowps
commemorating,kəmɛmɹ̩ejtɪŋ
doom,dum
maneuvered,mənuvɹ̩d
kiss,kɪs
kurds,kɹ̩dz
allegedly,əlɛd͡ʒədli
page,pejd͡ʒ
comeback,kʌmbæk
kelly,kɛli
accelerators,æksɛlɹ̩ejtɹ̩z
fault,fɔlt
mount,mawnt
ethnic,ɛθnɪk
feelings,filɪŋz
disney,dɪzni
naked,nejkəd
sexton,sɛkstən
aborigines,æbɹ̩ɪd͡ʒəniz
sancho,sɑnkow
cours,kɔɹ̩z
stave,stejv
confined,kənfajnd
dresser,dɹɛsɹ̩
federalists,fɛdɹ̩əlɪsts
unspeakable,ənspikəbəl
whatsapp,wɑtsæp
tucker,tʌkɹ̩
alcoholics,ælkəhɑlɪks
fulford,fʊlfɹ̩d
baptized,bæptajzd
staphylococcus,stæfəlɑkɑkəs
monotypic,mɑnətɪpɪk
arousal,ɹ̩awzəl
afflictions,əflɪkʃənz
lincoln,lɪŋkən
poll,powl
kiel,kil
issued,ɪʃud
philharmonic,fɪlhɑɹmɑnɪk
subscribing,səbskɹajbɪŋ
hydrogen,hajdɹəd͡ʒən
miner,majnɹ̩
orally,ɔɹəli
solicited,səlɪsɪtɪd
exhibited,ɪɡzɪbətəd
metaphors,mɛtəfɔɹz
herald,hɛɹəld
malaysia,məlejʒə
dealerships,dilɹ̩ʃɪps
yoke,jowk
seperated,sɛpɹ̩ejtɪd
inflation,ɪnflejʃən
burrowing,bɹ̩owɪŋ
carburetor,kɑɹbɹ̩ejtɹ̩
fahrenheit,fɛɹənhajt
offline,ɑflajn
suite,swit
magellan,məd͡ʒɛlən
relocation,ɹilowkejʃən
condemnation,kɑndəmnejʃən
lodging,lɑd͡ʒɪŋ
gustaf,ɡustɑf
sample,sæmpəl
forcing,fɔɹsɪŋ
protocols,pɹowtəkɔlz
adhesion,ədhiʒən
bobo,bowbow
antiseptic,æntəsɛptɪk
quarrying,kwɔɹiɪŋ
mustard,mʌstɹ̩d
isaiah,ajzejə
desert,dɛzɹ̩t
junctions,d͡ʒʌŋkʃənz
insufficiently,ɪnsəfɪʃəntli
fillmore,fɪlmɔɹ
lukas,lukəz
lymph,lɪmf
munitions,mjunɪʃənz
optimist,ɑptəmɪst
deciduous,dɪsɪd͡ʒuəs
putting,pʌtɪŋ
southend,sawʌθɛnd
thus,ðʌs
clockwise,klɑkwajz
sharpe,ʃɑɹp
ada,ejdə
givers,ɡɪvɹ̩z
penguins,pɛŋɡwənz
woke,wowk
aggressive,əɡɹɛsɪv
brandywine,bɹændiwajn
expansion,ɪkspænʃən
mournfully,mɔɹnfəli
courses,kɔɹsəz
orthodox,ɔɹθədɑks
vengeance,vɛnd͡ʒəns
rectory,ɹɛktɹ̩i
oscillation,ɑsəlejʃən
cauchy,kɔt͡ʃi
novelties,nɑvəltiz
pots,pɑts
improvisational,ɪmpɹəvɪzejʃənəl
hopeful,howpfəl
oak,owk
chantal,t͡ʃæntəl
camp,kæmp
filmfare,fɪlmfɛɹ
reused,ɹiuzd
wedgwood,wɛd͡ʒwʊd
rip,ɹɪp
sidecar,sajdkɑɹ
garments,ɡɑɹmənts
lucky,lʌki
manufacture,mænjəfækt͡ʃɹ̩
banker,bæŋkɹ̩
hebron,hɛbɹən
westport,wɛstpɔɹt
diese,diz
referential,ɹɛfɹ̩ɛnt͡ʃəl
adipic,ædipɪk
been,bɪn
foregone,fɔɹɡɔn
amc,æmk
mennonites,mɛnənajts
startlingly,stɑɹtlɪŋli
factories,fæktɹ̩iz
scarcely,skɛɹsli
ferrets,fɛɹəts
intercity,ɪntɹ̩sɪti
burman,bɹ̩mən
insults,ɪnsʌlts
calvados,kælvɑdowz
algernon,æld͡ʒɹ̩nɑn
marketplace,mɑɹkətplejs
adversely,ædvɹ̩sli
brevity,bɹɛvəti
observing,əbzɹ̩vɪŋ
beating,bitɪŋ
bream,bɹim
ruptured,ɹʌpt͡ʃɹ̩d
octagonal,ɑktæɡənəl
george,d͡ʒɔɹd͡ʒ
ainu,ejnu
mechanistic,mɛkənɪstɪk
wingate,wɪnɡejt
repackaged,ɹipækɪd͡ʒd
wenn,wɛn
eastern,istɹ̩n
sauna,sɔnə
ticonderoga,tajkɑndɹ̩owɡə
subordinated,səbɔɹdənejtɪd
behest,bɪhɛst
algebra,æld͡ʒəbɹə
martialed,mɑɹʃejld
stability,stəbɪlɪti
sweeney,swini
tusks,tʌsks
paw,pɔ
abram,əbɹæm
huguenots,hjuɡənɑts
cruised,kɹuzd
sama,sɑmə
lopsided,lɑpsajdɪd
lev,lɛv
tonawanda,tɑnəwɑndə
rand,ɹænd
herders,hɹ̩dɹ̩z
configured,kənfɪɡjɹ̩d
tender,tɛndɹ̩
trademark,tɹejdmɑɹk
mckim,məkɪm
bulletin,bʊlɪtən
farnborough,fɑɹnbɹ̩ow
abel,ejbəl
disdain,dɪsdejn
aerosol,ɛɹəsɑl
addison,ædəsən
spiritually,spɪɹɪt͡ʃəwəli
undercarriage,ʌndɹ̩kæɹɪd͡ʒ
antennae,æntɛni
disastrous,dɪzæstɹəs
tabernacle,tæbɹ̩nækəl
aarhus,ɑɹhəs
aghast,əɡæst
implants,ɪmplænts
upward,ʌpwɹ̩d
chanting,t͡ʃæntɪŋ
vacate,vejkejt
cowley,kawli
choked,t͡ʃowkt
faculties,fækəltiz
burnmouth,bɹ̩nməθ
chin,t͡ʃɪn
backend,bækɛnd
geologist,d͡ʒiɑləd͡ʒəst
demobilization,dimowbəlajzejʃən
welch,wɛlt͡ʃ
maidstone,mejdstown
sarajevo,sɑɹəjejvow
incentive,ɪnsɛntɪv
displeased,dɪsplizd
disintegration,dɪsɪntəɡɹejʃən
mayoralty,mejɹ̩əlti
metric,mɛtɹɪk
fittingly,fɪtɪŋli
chessboard,t͡ʃɛsbɔɹd
spines,spajnz
takeouts,tejkawts
usb,ʌzb
minimal,mɪnəməl
trucks,tɹʌks
estimate,ɛstəmət
erotic,ɪɹɑtɪk
psychiatrist,səkajətɹəst
markedly,mɑɹkədli
tissues,tɪsjuz
walked,wɔkt
motivational,mowtəvejʃənəl
dun,dʌn
bitte,bɪt
mustangs,mʌstæŋz
radiators,ɹejdiejtɹ̩z
handsome,hænsəm
vials,vajəlz
gucci,ɡut͡ʃi
campbeltown,kæmbɛltawn
delphi,dɛlfaj
botox,bowtɑks
vostok,vɔstɑk
eyeballs,ajbɔlz
surrounded,sɹ̩awndəd
musingly,mjuzɪŋli
knocker,nɑkɹ̩
lineups,lajnʌps
paleo,pejliow
improvise,ɪmpɹəvajz
outburst,awtbɹ̩st
device,dɪvajs
timed,tajmd
hammond,hæmənd
haunt,hɔnt
ethnicity,ɛθnɪsɪti
cushions,kʊʃənz
freshmen,fɹɛʃmɪn
teachers,tit͡ʃɹ̩z
drizzle,dɹɪzəl
leather,lɛðɹ̩
socialization,sowʃəlɪzejʃən
organise,ɔɹɡənəs
taxiways,tæksiwejz
complied,kəmplajd
assemblage,əsɛmbləd͡ʒ
beat,bit
jin,d͡ʒɪn
kramer,kɹejmɹ̩
moroccan,mɹ̩ɑkən
congratulations,kənɡɹæt͡ʃəlejʃənz
hygroscopic,hajɡɹɑskɑpɪk
variable,vɛɹiəbəl
pathways,pæθwejz
clerical,klɛɹəkəl
anthems,ænθəmz
actuators,ækt͡ʃuejtɹ̩z
pastoralists,pæstɹ̩əlɪsts
nail,nejl
functor,fʌŋktɹ̩
mcrae,məkɹej
sullivan,sʌləvən
concoction,kənkɑkʃən
merthyr,mɹ̩θɪɹ
sonata,sənɑtə
constant,kɑnstənt
primes,pɹajmz
lift,lɪft
plasma,plæzmə
charters,t͡ʃɑɹtɹ̩z
lanes,lejnz
filamentous,fɪləmɛntəs
hindering,hɪndɹ̩ɪŋ
isabela,ɪzəbɛlə
reproduce,ɹipɹədus
unprotected,ʌnpɹətɛktɪd
aleister,əlajstɹ̩
obscure,əbskjʊɹ
serviette,sɹ̩vɛt
runways,ɹʌnwejz
disturbance,dɪstɹ̩bəns
knitted,nɪtəd
darin,dæɹɪn
summon,sʌmən
certain,sɹ̩tən
rileys,ɹajliz
shortstop,ʃɔɹtstɑp
kidnap,kɪdnæp
spaniard,spænjɹ̩d
beck,bɛk
fervently,fɹ̩vəntli
dream,dɹim
rothwell,ɹɔθwɛl
tinfoil,tɪnfojl
gus,ɡʌs
fijian,fid͡ʒiən
merged,mɹ̩d͡ʒd
project,pɹɑd͡ʒɛkt
slugs,slʌɡz
barnett,bɑɹnɛt
enlarged,ɛnlɑɹd͡ʒd
bias,bajəs
mill,mɪl
ansbach,ænzbɑk
tannery,tænɹ̩i
eau,ow
roamed,ɹowmd
seaports,sipɔɹts
joins,d͡ʒojnz
squeal,skwil
coasts,kowsts
bale,bejl
darth,dɑɹθ
casuarina,kæswɑɹ̩inə
generality,d͡ʒɛnɹ̩æləti
body,bɑdi
reddish,ɹɛdɪʃ
anonymisation,ənɑnimɪsejʃən
revoked,ɹɪvowkt
countered,kawntɹ̩d
resigned,ɹɪzajnd
retardant,ɹitɑɹdənt
liberian,lajbɪɹiən
minogue,minɔɡ
disturbingly,dɪstɹ̩bɪŋli
stem,stɛm
himalayan,hɪməlejən
flansburgh,flænsbɹ̩ɡ
cappuccino,kæput͡ʃinow
farm,fɑɹm
suspicions,səspɪʃənz
solemnly,sɔləmli
lambeth,læmbɪθ
hostage,hɑstɪd͡ʒ
cale,kejl
immediate,ɪmidiət
tailwheel,tejlwil
shankar,ʃæŋkɑɹ
consignment,kənsajnmənt
idiom,ɪdiəm
evander,ɛvændɹ̩
flashy,flæʃi
tariffs,tɛɹəfs
compound,kɑmpawnd
gardner,ɡɑɹdnɹ̩
factional,fækʃənəl
differs,dɪfɹ̩z
symptomatic,sɪmptəmætɪk
murad,mjʊɹæd
zoology,zowɑləd͡ʒi
reducible,ɹədusəbəl
shortcuts,ʃɔɹtkʌts
sincerity,sənsɛɹəti
desiderata,dɪsədɹ̩ɑtə
acquisition,ækwəzɪʃən
shanxi,ʃæŋksi
loaves,lowvz
adept,ədɛpt
oaks,owks
backdrop,bækdɹɑp
powder,pawdɹ̩
harman,hɑɹmən
canceled,kænsəld
enhancement,ɛnhænsmənt
interruptions,ɪntɹ̩ʌpʃənz
clear,klɪɹ
fairly,fɛɹli
differential,dɪfɹ̩ɛnt͡ʃəl
newsweek,nuzwik
successfully,səksɛsfəli
membranes,mɛmbɹejnz
worthington,wɹ̩ðɪŋtən
inlets,ɪnlɛts
force,fɔɹs
serum,sɪɹəm
presidium,pɹɪsɪdiəm
dustin,dʌstɪn
paralysis,pɹ̩æləsəs
iridium,ɪɹɪdiəm
newscast,nuzkæst
shift,ʃɪft
cosimo,kowsimow
lorentz,lɔɹɪnts
lateran,lɑtɹ̩ən
farting,fɑɹtɪŋ
oysters,ojstɹ̩z
sideman,sajdmæn
emanate,ɛmənejt
railroads,ɹejlɹowdz
valve,vælv
wakes,wejks
sofa,sowfə
honoree,ɑnɹi
linkages,lɪŋkɪd͡ʒɪz
watery,wɔtɹ̩i
decommissioning,dikəmɪʃənɪŋ
provoked,pɹəvowkt
bate,bejt
dimitri,dɪmitɹi
alight,əlajt
evolves,ɪvɑlvz
yardage,jɑɹdɪd͡ʒ
providing,pɹəvajdɪŋ
premonitions,pɹimənɪʃənz
tyrannical,tɹ̩ænɪkəl
gujarati,ɡjud͡ʒɹɑti
gondola,ɡɑndələ
burnside,bɹ̩nsajd
clipped,klɪpt
piston,pɪstən
relinquish,ɹɪlɪŋkwɪʃ
fooling,fulɪŋ
mongoose,mɑŋɡus
arlington,ɑɹlɪŋtən
brook,bɹʊk
deluge,dɛljud͡ʒ
eluded,ɪludɪd
urbanized,ɹ̩bənajzd
godson,ɡɑdsən
equated,ɪkwejtɪd
coastal,kowstəl
beers,bɪɹz
connective,kənɛktɪv
nanking,næŋkɪŋ
ultralight,ʌltɹəlajt
candor,kændɹ̩
andean,ændiən
whore,hɔɹ
jquerycom,d͡ʒkɛɹ̩ikəm
losses,lɔsəz
ripping,ɹɪpɪŋ
shortsighted,ʃɔɹtsajtɪd
folger,fowld͡ʒɹ̩
participated,pɑɹtɪsəpejtəd
bogue,bowɡ
more,mɔɹ
cluny,kluni
sabin,sejbɪn
tabulated,tæbjəlejtɪd
designers,dɪzajnɹ̩z
career,kɹ̩ɪɹ
oceanian,owʃiəniən
haileybury,hejlibɛɹi
comparisons,kəmpɛɹəsənz
organic,ɔɹɡænɪk
disclosure,dɪsklowʒɹ̩
gregor,ɡɹɛɡɹ̩
scarves,skɑɹvz
frey,fɹej
nutritional,nutɹɪʃənəl
horns,hɔɹnz
improved,ɪmpɹuvd
improper,ɪmpɹɑpɹ̩
requirements,ɹɪkwajɹmənts
profanity,pɹowfænəti
morgan,mɔɹɡən
mockery,mɑkɹ̩i
roni,ɹowni
awards,əwɔɹdz
odessa,owdɛsə
thy,ðaj
enraged,ɛnɹejd͡ʒd
indented,ɪndəntɪd
shogun,ʃowɡən
naturalism,næt͡ʃɹ̩əlɪzəm
austria,ɔstɹiə
incognito,ɪŋkowɡnitow
karras,kæɹəz
exterminator,ɪkstɹ̩mənejtɹ̩
marjorie,mɑɹd͡ʒɹ̩i
tribesman,tɹajbsmən
traction,tɹækʃən
peanuts,pinəts
amplifiers,æmpləfajɹ̩z
privatized,pɹajvətajzd
attend,ətɛnd
flywheel,flajwil
redefining,ɹidɪfajnɪŋ
homomorphism,howməmɔɹfɪzəm
hurling,hɹ̩lɪŋ
julio,d͡ʒuliow
tugofwar,tuɡəfwɔɹ
rote,ɹowt
fatherland,fɑðɹ̩lænd
maria,mɹ̩iə
teleporting,tɛləpɔɹtɪŋ
recursive,ɹɪkɹ̩sɪv
ottawa,ɑtəwɑ
shia,ʃiə
fond,fɑnd
distinctly,dɪstɪŋktli
disraeli,dɪzɹejli
ira,ajɹə
hainan,hejnən
sprawl,spɹɔl
addressed,ədɹɛst
discrimination,dɪskɹɪmənejʃən
prosecute,pɹɑsəkjut
conditioned,kəndɪʃənd
snows,snowz
urals,jʊɹəlz
adelaide,ædəlejd
thrice,θɹajs
necks,nɛks
montague,mɑntəɡju
silky,sɪlki
applicant,æplɪkənt
became,bɪkejm
asserting,əsɹ̩tɪŋ
weird,wɪɹd
childress,t͡ʃɪldɹɪs
craterlets,kɹejtɹ̩ləts
hast,hæst
oude,awd
appellation,æpəlejʃən
deficiencies,dɪfɪʃənsiz
slashdot,slæʃdɑt
yielded,jildəd
shipped,ʃɪpt
societies,səsajətiz
holders,howldɹ̩z
environments,ɪnvajɹənmənts
relaunched,ɹilɔnt͡ʃt
monongahela,mənɔŋɡəhejlə
phrase,fɹejz
arlene,ɑɹlin
journalism,d͡ʒɹ̩nəlɪzəm
phenomenology,fənɑmnɑləd͡ʒi
burned,bɹ̩nd
gympie,d͡ʒɪmpi
sophie,sowfi
alicia,əlɪʃə
glowing,ɡlowɪŋ
tenet,tɛnət
about,əbawt
wrangel,ɹejŋɡəl
annual,ænjuəl
kingsland,kɪŋzlænd
identifications,ajdɛntəfəkejʃənz
quivered,kwɪvɹ̩d
preset,pɹisɛt
morin,mɔɹɪn
pamphlet,pæmflət
gelato,d͡ʒɛlɑtow
rigidity,ɹɪd͡ʒɪdəti
nacional,nejsiənəl
ashlar,æʃlɹ̩
i’ve,ɪv
emotional,ɪmowʃənəl
tug,tʌɡ
fifteen,fɪftin
locality,lowkæləti
australia,ɔstɹejljə
rules,ɹulz
conditional,kəndɪʃənəl
shimmy,ʃɪmi
kreis,kɹiz
kailash,kejləʃ
microscopic,majkɹəskɑpɪk
abusing,əbjuzɪŋ
datasets,dejtʌsɛts
invocation,ɪnvəkejʃən
hybridized,hajbɹədajzd
liga,liɡə
borough,bɹ̩ow
falk,fɔk
fayetteville,fejɛtvɪl
arteries,ɑɹtɹ̩iz
leah,liə
piotr,pajowtɹ
standardized,stændɹ̩dajzd
effects,ɪfɛkts
plots,plɑts
procreation,pɹowkɹiejʃən
flavorful,flejvɹ̩fəl
alright,ɔlɹajt
eltham,ɛlθəm
integration,ɪntəɡɹejʃən
jarvis,d͡ʒɑɹvəs
mountbatten,mawntbætən
penguin,pɛŋɡwən
cutlet,kʌtlɛt
puck,pʌk
weiland,wajlənd
rochester,ɹɑt͡ʃɛstɹ̩
harrington,hɛɹɪŋtən
pavlova,pævlowvə
dioecious,dajowiʃəs
narratives,næɹətɪvz
keys,kiz
aalborg,ælbɔɹɡ
shall,ʃæl
franconia,fɹæŋkɑniə
governor,ɡʌvɹ̩nɹ̩
intrudes,ɪntɹudz
etruscan,ɪtɹʌskən
duplex,duplɛks
shutdown,ʃʌtdawn
prostration,pɹɑstɹejʃən
oppression,əpɹɛʃən
sacrificing,sækɹəfajsɪŋ
consequences,kɑnsəkwɛnsəz
algebras,æld͡ʒəbɹəs
basra,bɑsɹɑ
keyhole,kihowl
counterclaim,kawntɹ̩klejm
aldershot,ɔldɹ̩ʃɑt
premises,pɹɛməsəz
tripled,tɹɪpəld
poor,pʊɹ
epicenter,ɛpəsɛntɹ̩
worshiped,wɹ̩ʃɪpt
predates,pɹidejts
neuroscience,njʊɹowsajəns
respects,ɹɪspɛkts
headcloth,hɛdklɔθ
chanted,t͡ʃæntɪd
hose,howz
complement,kɑmpləmənt
hubbard,hʌbɹ̩d
slug,slʌɡ
deflation,dɪflejʃən
conifer,kɑnəfɹ̩
calibration,kæləbɹejʃən
marching,mɑɹt͡ʃɪŋ
kaiser,kajzɹ̩
original,ɹ̩ɪd͡ʒənəl
anesthetic,ænəsθɛtɪk
dubs,dʌbz
leonardo,liənɑɹdow
undermining,ʌndɹ̩majnɪŋ
wastes,wejsts
minions,mɪnjənz
jam,d͡ʒæm
sanford,sænfɹ̩d
accepting,æksɛptɪŋ
ponies,powniz
criticizes,kɹɪtɪsajzɪz
immensely,ɪmɛnsli
grierson,ɡɹɪɹsən
keweenaw,kinɔ
carotid,kɹətɪd
infrequent,ɪnfɹikwənt
akers,ejkɹ̩z
authorized,ɔθɹ̩ajzd
collaborate,kəlæbɹ̩ejt
duckshooting,dʌkʃutɪŋ
immunotherapy,ɪmjunowθɛɹəpi
information,ɪnfɹ̩mejʃən
paddling,pædəlɪŋ
shuttles,ʃʌtəlz
anise,ænəs
greene,ɡɹin
stalk,stɔk
jess,d͡ʒɛs
infuriating,ɪnfjʊɹiejtɪŋ
hefty,hɛfti
deprecated,dɪpɹəkejtɪd
qatar,kʌtɑɹ
putt,pʌt
curtin,kɹ̩tɪn
shandong,ʃɑndowŋ
betrothed,bɪtɹɑθd
let,lɛt
kolmogorov,kowlmɑɡɹɑv
fated,fejtɪd
relatively,ɹɛlətɪvli
corresponds,kɔɹəspɑndz
quigley,kwɪɡli
greenish,ɡɹinɪʃ
allegations,æləɡejʃənz
benin,binɪn
hunts,hʌnts
jenga,d͡ʒɛŋɡə
fireplaces,fajɹ̩plejsəz
directs,dɹ̩ɛkts
pinching,pɪnt͡ʃɪŋ
pasture,pæst͡ʃɹ̩
jacinto,d͡ʒəsɪntow
counterfeit,kawntɹ̩fɪt
chandeliers,ʃændəlɪz
bert,bɹ̩t
palos,pɑlowz
envisage,ɛnvɪzɪd͡ʒ
dissidents,dɪsədənts
portugal,pɔɹt͡ʃəɡəl
claudius,klɔdiəs
inhabitants,ɪnhæbətənts
sustain,səstejn
booze,buz
kallang,kælæŋ
persons,pɹ̩sənz
sigmund,sɪɡmənd
haywood,hejwʊd
permian,pɹ̩miən
lovell,lʌvəl
traitor,tɹejtɹ̩
condiment,kɑndəmənt
paddles,pædəlz
erratic,ɪɹætɪk
impulsive,ɪmpʌlsɪv
misato,majsɑtow
nectar,nɛktɹ̩
subcontinent,səbkɑntɪnənt
organised,ɔɹɡənajzd
underpass,ʌndɹ̩pæs
advocate,ædvəkət
meteor,mitiɹ̩
spike,spajk
neighborhoods,nejbɹ̩hʊdz
pneumonia,numownjə
temperate,tɛmpɹət
backers,bækɹ̩z
withstand,wɪθstænd
mechanisms,mɛkənɪzəmz
reclining,ɹɪklajnɪŋ
shrub,ʃɹʌb
brat,bɹæt
glucose,ɡlukows
immaterial,ɪmətɪɹiəl
negate,nɪɡejt
automata,ɔtɑmətə
whom,hum
tendon,tɛndən
fred,fɹɛd
landers,lændɹ̩z
died,dajd
horn,hɔɹn
rink,ɹɪŋk
emulator,ɛmjəlejtɹ̩
olympic,owlɪmpɪk
trojans,tɹowd͡ʒənz
oat,owt
hurled,hɹ̩ld
orc,ɔɹk
conviction,kənvɪkʃən
nagano,nɑɡɑnow
kuopio,kuowpiow
bamford,bæmfɹ̩d
skinner,skɪnɹ̩
mcgill,məɡɪl
brief,bɹif
rowdy,ɹawdi
downsize,dawnsajz
mutations,mjutejʃənz
flask,flæsk
bravely,bɹejvli
murmuring,mɹ̩mɹ̩ɪŋ
stover,stowvɹ̩
interlocking,ɪntɹ̩lɑkɪŋ
finns,fɪnz
skipper,skɪpɹ̩
rained,ɹejnd
underlie,ʌndɹ̩laj
granbury,ɡɹænbɛɹi
bimbo,bɪmbow
raven,ɹejvən
operated,ɑpɹ̩ejtəd
oar,ɔɹ
famine,fæmən
respectability,ɹispɛktəbɪlɪti
utterance,ʌtɹ̩əns
stammering,stæmɹ̩ɪŋ
rootless,ɹutləs
victor,vɪktɹ̩
reactive,ɹiæktɪv
bonds,bɑndz
postcode,powstkowd
sundays,sʌndejz
eliot,ɛliət
put,pʊt
gulch,ɡʌlt͡ʃ
tee,ti
enamored,ɛnæmɹ̩d
brownies,bɹawniz
savouring,sɑvɹ̩ɪŋ
genealogical,d͡ʒnilɑd͡ʒɪkəl
grotto,ɡɹɑtow
couple,kʌpəl
prog,pɹɑɡ
trimmed,tɹɪmd
within,wɪðɪn
amco,æmkow
adalbert,ɑdɔlbɹ̩t
potters,pɑtɹ̩z
jahan,d͡ʒæhən
screenplays,skɹinplejz
goal,ɡowl
fitzhugh,fɪtshju
commenced,kəmɛnst
ree,ɹi
meaning,minɪŋ
sexsmith,sɛɡzsmɪθ
convergence,kənvɹ̩d͡ʒəns
success,səksɛs
cables,kejbəlz
pinna,pɪnə
repeaters,ɹɪpitɹ̩z
celibacy,sɛləbəsi
gregg,ɡɹɛɡ
replay,ɹiplej
stavanger,stævæŋɹ̩
sol,sɑl
duetos,dutowz
elmer,ɛlmɹ̩
denominations,dɪnɔmənejʃənz
foes,fowz
medicines,mɛdəsənz
thanks,θæŋks
severus,sɛvɹ̩əs
interrogating,ɪntɛɹəɡejtɪŋ
access,æksɛs
smallest,smɔləst
slav,slæv
uncertainties,ənsɹ̩təntiz
rustic,ɹʌstɪk
dando,dændow
thick,θɪk
townhouses,tawnhawsɪz
warrant,wɔɹənt
licentious,lajsɛnt͡ʃəs
shelton,ʃɛltən
reconstructions,ɹikənstɹʌkʃənz
palladium,pəlejdiəm
moseley,mowzli
delft,dɛlft
recapture,ɹikæpt͡ʃɹ̩
amongst,əmʌŋst
stainless,stejnləs
locker,lɑkɹ̩
unbelievable,ʌnbəlivəbəl
erich,ɛɹɪk
vicenza,vɪsɛnzə
nested,nɛstəd
stevenson,stivənsən
schmitz,ʃmɪts
boomers,bumɹ̩z
bart,bɑɹt
lizzy,lɪzi
guarantee,ɡɛɹənti
vaughn,vɔn
coating,kowtɪŋ
fastidious,fæstɪdiəs
seeded,sidəd
cacti,kæktaj
predictable,pɹɪdɪktəbəl
peculiarly,pɪkjuljɹ̩li
fryer,fɹajɹ̩
oswego,ɑswiɡow
relaxed,ɹɪlækst
lourdes,lɔɹdz
minot,mɪnət
mercer,mɹ̩sɹ̩
parable,pɛɹəbəl
composes,kəmpowzɪz
finalised,fajnəlajzd
planing,plænɪŋ
bowstring,bɑstɹɪŋ
outgoing,awtɡowɪŋ
tam,tæm
quinn,kwɪn
brochure,bɹowʃʊɹ
labeling,lejbəlɪŋ
comedians,kəmidiənz
gloucester,ɡlɔstɹ̩
rousseau,ɹusow
swaziland,swɑzɪlənd
proclaim,pɹowklejm
nationalised,næʃənəlajzd
voice,vojs
gravestone,ɡɹejvstown
bassoon,bəsun
escaped,ɪskejpt
contains,kəntejnz
hwang,hwæŋ
arrowhead,æɹowhɛd
sends,sɛndz
morava,mɹ̩ɑvə
overpopulation,owvɹ̩pɑpjəlejʃən
kelvin,kɛlvən
prairie,pɹɛɹi
logistics,ləd͡ʒɪstɪks
masturbation,mæstɹ̩bejʃən
nicene,najsin
intoxicated,ɪntɑksəkejtəd
pharmacy,fɑɹməsi
lumpy,lʌmpi
recorder,ɹɪkɔɹdɹ̩
vance,væns
loudspeakers,lawdspikɹ̩z
